IMAGE,GROUP,ITEM,PRICE_PER_LB,PRICE_PER_OZ,DATE_GATHERED,STORE
1445.jpg,nuts_seeds,BUTTER TOFFEE COCONUT PEANUTS,$2.78 ,$0.17 ,2/1/26,Winco_MoVal
1288.jpg,nuts_seeds,FANCY LARGE PECAN PIECES,$8.78 ,$0.55 ,2/1/26,Winco_MoVal
1512.jpg,nuts_seeds,RAW PUMPKIN KERNELS,$5.88 ,$0.37 ,2/1/26,Winco_MoVal
1514.jpg,nuts_seeds,ROASTED SALT PUMPKIN SEEDS,$6.28 ,$0.39 ,2/1/26,Winco_MoVal
1522.jpg,nuts_seeds,LADY NAIL PUMPKIN SEEDS (ANCHOR),$4.88 ,$0.31 ,2/1/26,Winco_MoVal
1688.jpg,nuts_seeds,SESAME SEEDS,$3.18 ,$0.20 ,2/1/26,Winco_MoVal
1848.jpg,nuts_seeds,TAJIN PEANUTS (CENTURY),$3.88 ,$0.24 ,2/1/26,Winco_MoVal
1980.jpg,nuts_seeds,BUTTER TOFFEE ALMONDS,$7.18 ,$0.45 ,2/1/26,Winco_MoVal
1987.jpg,nuts_seeds,SALTED CASHEW PIECES,$5.68 ,$0.36 ,2/1/26,Winco_MoVal
2004.jpg,nuts_seeds,FANCY JR PECAN HALVES,$12.58 ,$0.79 ,2/1/26,Winco_MoVal
2012.jpg,nuts_seeds,SLICED ALMONDS,$5.98 ,$0.37 ,2/1/26,Winco_MoVal
2013.jpg,nuts_seeds,HAZELNUTS,$7.38 ,$0.46 ,2/1/26,Winco_MoVal
2015.jpg,nuts_seeds,SUNFLOWER KERNEL NO SALT,$1.98 ,$0.12 ,2/1/26,Winco_MoVal
2016.jpg,nuts_seeds,SLIVERED ALMONDS,$5.98 ,$0.37 ,2/1/26,Winco_MoVal
2017.jpg,nuts_seeds,HONEY ROASTED MIXED NUT,$6.58 ,$0.41 ,2/1/26,Winco_MoVal
2019.jpg,nuts_seeds,ROASTED NO SALT PEANUTS,$1.98 ,$0.12 ,2/1/26,Winco_MoVal
2021.jpg,nuts_seeds,SUNFLOWER KERNEL SALTED,$1.98 ,$0.12 ,2/1/26,Winco_MoVal
2022.jpg,nuts_seeds,ROASTED SALT PEANUTS (JIMBO JUMBOS),$1.98 ,$0.12 ,2/1/26,Winco_MoVal
2024.jpg,nuts_seeds,ROASTED SALTED SPANISH PEANUTS (JIMBO JUMBOS),$3.08 ,$0.19 ,2/1/26,Winco_MoVal
2025.jpg,nuts_seeds,RAW SPANISH PEANUTS,$2.78 ,$0.17 ,2/1/26,Winco_MoVal
2026.jpg,nuts_seeds,ROASTED SALTED CASHEWS,$8.19 ,$0.51 ,2/1/26,Winco_MoVal
2027.jpg,nuts_seeds,SALTED ALMONDS (ALL NATURAL),$6.83 ,$0.43 ,2/1/26,Winco_MoVal
2028.jpg,nuts_seeds,PISTACHIOS ROASTED SALTED,$5.98 ,$0.37 ,2/1/26,Winco_MoVal
2030.jpg,nuts_seeds,NO SALT PEANUTS IN SHELL (HAMPTON FARM),$1.48 ,$0.09 ,2/1/26,Winco_MoVal
2031.jpg,nuts_seeds,SALTED PEANUTS IN SHELL,$1.77 ,$0.11 ,2/1/26,Winco_MoVal
2032.jpg,nuts_seeds,SUNFLOWER SEEDS SALTED,$1.98 ,$0.12 ,2/1/26,Winco_MoVal
2035.jpg,nuts_seeds,WALNUT HALVES & PIECES,$6.58 ,$0.41 ,2/1/26,Winco_MoVal
2037.jpg,nuts_seeds,NATURAL ALMONDS,$5.98 ,$0.37 ,2/1/26,Winco_MoVal
2038.jpg,nuts_seeds,RAW CASHEW PIECES,$4.88 ,$0.31 ,2/1/26,Winco_MoVal
2043.jpg,nuts_seeds,GLAZED WALNUTS,$6.48 ,$0.41 ,2/1/26,Winco_MoVal
2054.jpg,nuts_seeds,WALNUT CHOPPED,$6.58 ,$0.41 ,2/1/26,Winco_MoVal
2061.jpg,nuts_seeds,DELUXE MIXED NUTS SALTED,$7.08 ,$0.44 ,2/1/26,Winco_MoVal
2068.jpg,nuts_seeds,ROASTED SALTED PEPITAS,$5.48 ,$0.34 ,2/1/26,Winco_MoVal
2072.jpg,nuts_seeds,SUNFLOWER KERNEL RAW (SUNOPTA),$1.98 ,$0.12 ,2/1/26,Winco_MoVal
2075.jpg,nuts_seeds,DELUXE MIXED NUTS UNSALTED,$7.08 ,$0.44 ,2/1/26,Winco_MoVal
2078.jpg,nuts_seeds,SMOKED ALMONDS,$6.30 ,$0.39 ,2/1/26,Winco_MoVal
2079.jpg,nuts_seeds,BRAZIL NUTS RAW,$19.28 ,$1.21 ,2/1/26,Winco_MoVal
2094.jpg,nuts_seeds,PISTACHIOS UNSALTED (NICHOLS),$5.98 ,$0.37 ,2/1/26,Winco_MoVal
2103.jpg,nuts_seeds,SUNFLOWER INSHELL RAW (SUNOPTA),$1.88 ,$0.12 ,2/1/26,Winco_MoVal
2133.jpg,nuts_seeds,PISTACHIOS ROASTED SALTED KERNEL,$18.68 ,$1.17 ,2/1/26,Winco_MoVal
2201.jpg,nuts_seeds,MACADAMIA NUTS (DRY ROASTED),$12.38 ,$0.77 ,2/1/26,Winco_MoVal
2205.jpg,nuts_seeds,DRY ROASTED PEANUTS (JIMBO JUMBOS),$2.38 ,$0.15 ,2/1/26,Winco_MoVal
2212.jpg,nuts_seeds,SALT/PEPPER CASHEWS,$7.38 ,$0.46 ,2/1/26,Winco_MoVal
2243.jpg,nuts_seeds,50/50 MIXED NUT W/ PEANUTS,$5.08 ,$0.32 ,2/1/26,Winco_MoVal
2254.jpg,nuts_seeds,CHOPPED ALMONDS (HUGHSON NUT),$6.38 ,$0.40 ,2/1/26,Winco_MoVal
2318.jpg,nuts_seeds,TOFFEE PEANUTS,$3.38 ,$0.21 ,2/1/26,Winco_MoVal
2321.jpg,nuts_seeds,CASHEWS HOT/SPICY,$7.78 ,$0.49 ,2/1/26,Winco_MoVal
2323.jpg,nuts_seeds,CASHEWS ROASTED UNSALTED,$7.58 ,$0.47 ,2/1/26,Winco_MoVal
2334.jpg,nuts_seeds,CHILI LIME PEPITAS,$7.78 ,$0.49 ,2/1/26,Winco_MoVal
2345.jpg,nuts_seeds,PISTACHIOS SALT PEPPER (SETTON),$6.98 ,$0.44 ,2/1/26,Winco_MoVal
2346.jpg,nuts_seeds,PISTACHIOS CHILE LEMON (SETTON),$6.98 ,$0.44 ,2/1/26,Winco_MoVal
2379.jpg,nuts_seeds,ALMONDS NO SALT DRY ROASTED,$6.30 ,$0.39 ,2/1/26,Winco_MoVal
2380.jpg,nuts_seeds,HONEYROASTED CHILI PEANUTS,$4.68 ,$0.29 ,2/1/26,Winco_MoVal
2392.jpg,nuts_seeds,PECANS HONEY TOASTED (DURHAMS),$11.98 ,$0.75 ,2/1/26,Winco_MoVal
2626.jpg,nuts_seeds,DURHAMS PECAN PRALINE,$11.98 ,$0.75 ,2/1/26,Winco_MoVal
5660.jpg,nuts_seeds,HONEY ROASTED PEANUTS,$2.88 ,$0.18 ,2/1/26,Winco_MoVal
1346.jpg,pet_animal,CHICKEN CRAN DOG BISCUITS,$2.08 ,$0.13 ,1/30/26,Winco_MoVal
1464.jpg,pet_animal,SML NATURAL BONES/ROLLS,$6.38 ,$0.40 ,1/30/26,Winco_MoVal
1468.jpg,pet_animal,BASTED RAWHIDE CHEWS,$6.78 ,$0.42 ,1/30/26,Winco_MoVal
1487.jpg,pet_animal,CRITTER MIX,$1.04 ,$0.07 ,1/30/26,Winco_MoVal
2189.jpg,pet_animal,RAWHIDE CHIPS,$4.98 ,$0.31 ,1/30/26,Winco_MoVal
2191.jpg,pet_animal,BIRD SEED BLK OIL SUNFLOWER,$1.28 ,$0.08 ,1/30/26,Winco_MoVal
2193.jpg,pet_animal,WILD BIRD FOOD,$0.78 ,$0.05 ,1/30/26,Winco_MoVal
2195.jpg,pet_animal,DOG BIDCUITS MULTI FLVR SM,$1.38 ,$0.09 ,1/30/26,Winco_MoVal
2198.jpg,pet_animal,BASTED DOG BISCUITS,$1.48 ,$0.09 ,1/30/26,Winco_MoVal
2199.jpg,pet_animal,PIG EARS DOG TREAT,$20.68 ,$1.29 ,1/30/26,Winco_MoVal
2213.jpg,pet_animal,DOG BIDSCUIT MULTI FLVR LG,$1.38 ,$0.09 ,1/30/26,Winco_MoVal
2214.jpg,pet_animal,BEEF FLAVORED DOG TREATS,$2.78 ,$0.17 ,1/30/26,Winco_MoVal
2217.jpg,pet_animal,JERKY STICKS DOG TREATS,$3.38 ,$0.21 ,1/30/26,Winco_MoVal
2220.jpg,pet_animal,CHEESE FLAVOR DOG TREATS,$3.28 ,$0.21 ,1/30/26,Winco_MoVal
2240.jpg,pet_animal,THISTLE BIRD SEED,$2.48 ,$0.16 ,1/30/26,Winco_MoVal
2244.jpg,pet_animal,DOG DENTAL STICKS,$7.48 ,$0.47 ,1/30/26,Winco_MoVal
2274.jpg,pet_animal,HUNTERS SPECL ADLT DOG FOOD,$0.68 ,$0.04 ,1/30/26,Winco_MoVal
2295.jpg,pet_animal,CAT FOOD,$0.78 ,$0.05 ,1/30/26,Winco_MoVal
5587.jpg,pet_animal,PARROT FOOD,$2.18 ,$0.14 ,1/30/26,Winco_MoVal
1342.jpg,spices,CUMIN SEEDS WHOLE,$7.18 ,$0.45 ,2/1/26,Winco_MoVal
1358.jpg,spices,CHILI POWDER EXTRA HOT,$5.38 ,$0.34 ,2/1/26,Winco_MoVal
1362.jpg,spices,ALLSPICE GROUND,$12.28 ,$0.77 ,2/1/26,Winco_MoVal
1363.jpg,spices,CELERY SEED WHOLE,$3.88 ,$0.24 ,2/1/26,Winco_MoVal
1431.jpg,spices,FENNEL SEED WHOLE,$4.98 ,$0.31 ,2/1/26,Winco_MoVal
1504.jpg,spices,TURMERIC GROUND,$4.58 ,$0.29 ,2/1/26,Winco_MoVal
1516.jpg,spices,ROASTED GARLIC PEPPER BLEND,$6.38 ,$0.40 ,2/1/26,Winco_MoVal
1517.jpg,spices,HERB & CRACKED PEPPERCORN,$6.38 ,$0.40 ,2/1/26,Winco_MoVal
1538.jpg,spices,ANISE SEED,$6.98 ,$0.44 ,2/1/26,Winco_MoVal
1544.jpg,spices,PAPRIKA SMOKED HOT,$6.58 ,$0.41 ,2/1/26,Winco_MoVal
1662.jpg,spices,GRANULATED ONION,$6.18 ,$0.39 ,2/1/26,Winco_MoVal
1665.jpg,spices,GROUND MUSTARD,$6.78 ,$0.42 ,2/1/26,Winco_MoVal
1666.jpg,spices,BASIL,$6.38 ,$0.40 ,2/1/26,Winco_MoVal
1667.jpg,spices,CAYENNE PEPPER,$6.08 ,$0.38 ,2/1/26,Winco_MoVal
1668.jpg,spices,CURRY POWDER MILD,$4.38 ,$0.27 ,2/1/26,Winco_MoVal
1669.jpg,spices,GARLIC POWDER,$5.68 ,$0.36 ,2/1/26,Winco_MoVal
1670.jpg,spices,ITALIAN SEASONING,$4.78 ,$0.30 ,2/1/26,Winco_MoVal
1671.jpg,spices,ONION SALT,$1.98 ,$0.12 ,2/1/26,Winco_MoVal
1672.jpg,spices,PEPPERCORNS,$8.18 ,$0.51 ,2/1/26,Winco_MoVal
1673.jpg,spices,CREAM OF TARTAR,$7.08 ,$0.44 ,2/1/26,Winco_MoVal
1674.jpg,spices,DILL WEED,$13.28 ,$0.83 ,2/1/26,Winco_MoVal
1675.jpg,spices,GROUND CUMIN,$5.58 ,$0.35 ,2/1/26,Winco_MoVal
1676.jpg,spices,CHOPPED ONION,$6.28 ,$0.39 ,2/1/26,Winco_MoVal
1677.jpg,spices,GROUND BLACK PEPPER,$7.08 ,$0.44 ,2/1/26,Winco_MoVal
1679.jpg,spices,SEASONING SALT (JOHNNYS),$3.78 ,$0.24 ,2/1/26,Winco_MoVal
1681.jpg,spices,GROUND GINGER,$6.78 ,$0.42 ,2/1/26,Winco_MoVal
1682.jpg,spices,CHILI POWDER,$4.88 ,$0.31 ,2/1/26,Winco_MoVal
1684.jpg,spices,CINNAMON,$5.58 ,$0.35 ,2/1/26,Winco_MoVal
1685.jpg,spices,ONION POWDER,$5.38 ,$0.34 ,2/1/26,Winco_MoVal
1686.jpg,spices,GARLIC SALT,$2.18 ,$0.14 ,2/1/26,Winco_MoVal
1687.jpg,spices,PARSLEY FLAKES,$10.08 ,$0.63 ,2/1/26,Winco_MoVal
1690.jpg,spices,TACO SEASONING,$5.28 ,$0.33 ,2/1/26,Winco_MoVal
1692.jpg,spices,OREGANO,$6.68 ,$0.42 ,2/1/26,Winco_MoVal
1696.jpg,spices,RUBBED SAGE,$11.08 ,$0.69 ,2/1/26,Winco_MoVal
1699.jpg,spices,POPPY SEEDS,$4.38 ,$0.27 ,2/1/26,Winco_MoVal
1701.jpg,spices,WHOLE BAY LEAF,$7.88 ,$0.49 ,2/1/26,Winco_MoVal
1702.jpg,spices,CINNAMON STICKS,$14.58 ,$0.91 ,2/1/26,Winco_MoVal
1703.jpg,spices,WHOLE CLOVE,$15.18 ,$0.95 ,2/1/26,Winco_MoVal
1705.jpg,spices,GROUND NUTMEG,$9.98 ,$0.62 ,2/1/26,Winco_MoVal
1706.jpg,spices,PAPRIKA,$6.78 ,$0.42 ,2/1/26,Winco_MoVal
1709.jpg,spices,LEMON PEPPER SEASONING,$3.98 ,$0.25 ,2/1/26,Winco_MoVal
1712.jpg,spices,POULTRY SEASONING WITH SALT,$3.48 ,$0.22 ,2/1/26,Winco_MoVal
1714.jpg,spices,DRIED THYME,$5.48 ,$0.34 ,2/1/26,Winco_MoVal
1723.jpg,spices,SMOKED PAPRIKA (SPANISH),$6.88 ,$0.43 ,2/1/26,Winco_MoVal
1743.jpg,spices,CILANTRO DRIED,$11.98 ,$0.75 ,2/1/26,Winco_MoVal
1744.jpg,spices,APPLE SEASON RUB,$5.88 ,$0.37 ,2/1/26,Winco_MoVal
1745.jpg,spices,SMOKEHOUSE RUB,$4.88 ,$0.31 ,2/1/26,Winco_MoVal
1759.jpg,spices,CRUSHED CHILI PEPPER,$8.08 ,$0.51 ,2/1/26,Winco_MoVal
1763.jpg,spices,ROSEMARY,$4.48 ,$0.28 ,2/1/26,Winco_MoVal
1768.jpg,spices,SEASONING WESTERN BBQ,$3.78 ,$0.24 ,2/1/26,Winco_MoVal
1771.jpg,spices,PEPPER STEAK SEASONING,$8.38 ,$0.52 ,2/1/26,Winco_MoVal
1782.jpg,spices,RANCH STYLE STEAK SEASONING,$4.28 ,$0.27 ,2/1/26,Winco_MoVal
1798.jpg,spices,ARROWROOT STARCH/FLOUR (BOBS RED MILL),$5.08 ,$0.32 ,2/1/26,Winco_MoVal
2167.jpg,spices,BACKYARD BBQ RUB,$6.38 ,$0.40 ,2/1/26,Winco_MoVal
2176.jpg,spices,PSYLLIUM HUSK POWDER (KFK),$16.28 ,$1.02 ,2/1/26,Winco_MoVal
2282.jpg,spices,GARAM MASALA,$8.38 ,$0.52 ,2/1/26,Winco_MoVal
2328.jpg,spices,PEPPERCORN MIX,$15.78 ,$0.99 ,2/1/26,Winco_MoVal
2389.jpg,spices,HIBISCUS FLOWER DRIED,$8.48 ,$0.53 ,2/1/26,Winco_MoVal
2405.jpg,spices,GRANULATED GARLIC,$6.48 ,$0.41 ,2/1/26,Winco_MoVal
2413.jpg,spices,POTATO STARCH GLUTEN FREE,$2.38 ,$0.15 ,2/1/26,Winco_MoVal
2437.jpg,spices,CHIVES,$27.38 ,$1.71 ,2/1/26,Winco_MoVal
2440.jpg,spices,MINCED GARLIC,$6.38 ,$0.40 ,2/1/26,Winco_MoVal
2441.jpg,spices,MINCED ONION,$6.28 ,$0.39 ,2/1/26,Winco_MoVal
2482.jpg,spices,CITRIC ACID,$7.78 ,$0.49 ,2/1/26,Winco_MoVal
2934.jpg,spices,CORIANDER GROUND,$5.18 ,$0.32 ,2/1/26,Winco_MoVal
2935.jpg,spices,SMOKEY CAJUN SEASONING,$7.48 ,$0.47 ,2/1/26,Winco_MoVal
5564.jpg,spices,WHITE PEPPER GROUND (GEL SPICE),$11.18 ,$0.70 ,2/1/26,Winco_MoVal
5565.jpg,spices,FENUGREEK (GEL SPICE),$3.08 ,$0.19 ,2/1/26,Winco_MoVal
5576.jpg,spices,VEGGIE SOUP BLEND (GEL SPICE),$6.68 ,$0.42 ,2/1/26,Winco_MoVal
5577.jpg,spices,ONION SOUP (GEL SPICE),$4.78 ,$0.30 ,2/1/26,Winco_MoVal
5579.jpg,spices,PICKLING SPICE (GEL SPICE),$5.88 ,$0.37 ,2/1/26,Winco_MoVal
5596.jpg,spices,TABASCO MINI,$0.48 ,$0.03 ,2/1/26,Winco_MoVal
5644.jpg,spices,EVERYTHING BAGEL SEASONING,$4.58 ,$0.29 ,2/1/26,Winco_MoVal
1372.jpg,trailmix_snacks,TRICOLOR POPCORN,$1.98 ,$0.12 ,2/1/26,Winco_MoVal
1462.jpg,trailmix_snacks,YOGURT PRETZELS,$3.58 ,$0.22 ,2/1/26,Winco_MoVal
1483.jpg,trailmix_snacks,CRANBERRY ALMOND MIX,$5.38 ,$0.34 ,2/1/26,Winco_MoVal
1494.jpg,trailmix_snacks,PARADISE MIX,$3.78 ,$0.24 ,2/1/26,Winco_MoVal
1513.jpg,trailmix_snacks,PEANUT BUTTER PRETZELS,$4.08 ,$0.26 ,2/1/26,Winco_MoVal
1661.jpg,trailmix_snacks,YELLOW POPCORN,$0.98 ,$0.06 ,2/1/26,Winco_MoVal
1663.jpg,trailmix_snacks,WHITE POPCORN,$0.98 ,$0.06 ,2/1/26,Winco_MoVal
1764.jpg,trailmix_snacks,SWEET & SPICY CRUNCH MIX,$3.38 ,$0.21 ,2/1/26,Winco_MoVal
1854.jpg,trailmix_snacks,PEANUTS HOT & SPICY (TOLTECA),$5.58 ,$0.35 ,2/1/26,Winco_MoVal
1937.jpg,trailmix_snacks,DELUXE TRAIL MIX,$4.08 ,$0.26 ,2/1/26,Winco_MoVal
1940.jpg,trailmix_snacks,CANYON RUNNER TRAIL MIX,$6.28 ,$0.39 ,2/1/26,Winco_MoVal
1951.jpg,trailmix_snacks,MINI TWIST PRETZELS,$2.08 ,$0.13 ,2/1/26,Winco_MoVal
1952.jpg,trailmix_snacks,PRETZEL STIX,$2.08 ,$0.13 ,2/1/26,Winco_MoVal
1957.jpg,trailmix_snacks,HONEY ROASTED MINI CHIP,$4.48 ,$0.28 ,2/1/26,Winco_MoVal
1958.jpg,trailmix_snacks,FLAX SEED CORN CHIP,$3.78 ,$0.24 ,2/1/26,Winco_MoVal
1961.jpg,trailmix_snacks,SZECHUAN SESAME MIX,$4.38 ,$0.27 ,2/1/26,Winco_MoVal
1964.jpg,trailmix_snacks,PARTY MIX,$3.38 ,$0.21 ,2/1/26,Winco_MoVal
1968.jpg,trailmix_snacks,SUPER DELUXE TRAIL MIX,$3.88 ,$0.24 ,2/1/26,Winco_MoVal
1973.jpg,trailmix_snacks,BLAZING TRAIL MIX,$3.68 ,$0.23 ,2/1/26,Winco_MoVal
1981.jpg,trailmix_snacks,YOGURT RAISINS,$4.98 ,$0.31 ,2/1/26,Winco_MoVal
1982.jpg,trailmix_snacks,RICE CRACKERS,$4.28 ,$0.27 ,2/1/26,Winco_MoVal
1988.jpg,trailmix_snacks,PACIFIC CREST TRAIL MIX,$3.28 ,$0.21 ,2/1/26,Winco_MoVal
1992.jpg,trailmix_snacks,CORN NUGGETS ROASTED SALTED,$2.58 ,$0.16 ,2/1/26,Winco_MoVal
1993.jpg,trailmix_snacks,SESAME STIX,$3.28 ,$0.21 ,2/1/26,Winco_MoVal
1994.jpg,trailmix_snacks,SPICY CAJUN CORN NUGGETS,$2.88 ,$0.18 ,2/1/26,Winco_MoVal
2003.jpg,trailmix_snacks,CHOCOLATE PB TRAIL MIX,$4.48 ,$0.28 ,2/1/26,Winco_MoVal
2066.jpg,trailmix_snacks,OKRA CHIPS,$14.88 ,$0.93 ,2/1/26,Winco_MoVal
2069.jpg,trailmix_snacks,SWEET AND SAVORY MIX,$3.58 ,$0.22 ,2/1/26,Winco_MoVal
2088.jpg,trailmix_snacks,HONEY MUSTARD TRAIL MIX,$4.88 ,$0.31 ,2/1/26,Winco_MoVal
2109.jpg,trailmix_snacks,WASABI SWEET SPICY MIX,$4.08 ,$0.26 ,2/1/26,Winco_MoVal
2123.jpg,trailmix_snacks,FRUIT AND NUT TRAIL MIX,$3.98 ,$0.25 ,2/1/26,Winco_MoVal
2128.jpg,trailmix_snacks,POWER BLEND PISTACHIO MIX (SETTON),$8.68 ,$0.54 ,2/1/26,Winco_MoVal
2131.jpg,trailmix_snacks,SPICY FIESTA NUT MIX,$4.08 ,$0.26 ,2/1/26,Winco_MoVal
2136.jpg,trailmix_snacks,LEMONCELLO ALMONDS (SCONZA),$9.08 ,$0.57 ,2/1/26,Winco_MoVal
2140.jpg,trailmix_snacks,NATURE FINEST MIX,$8.68 ,$0.54 ,2/1/26,Winco_MoVal
2141.jpg,trailmix_snacks,JAPANESE PEANUTS (SUNRISE),$4.18 ,$0.26 ,2/1/26,Winco_MoVal
2143.jpg,trailmix_snacks,CARAMEL POPCORN (LEHI VALLEY),$3.28 ,$0.21 ,2/1/26,Winco_MoVal
2179.jpg,trailmix_snacks,RECHARGE TRAIL MIX,$4.18 ,$0.26 ,2/1/26,Winco_MoVal
2222.jpg,trailmix_snacks,CRAN-SLAM TRAIL MIX,$5.78 ,$0.36 ,2/1/26,Winco_MoVal
2231.jpg,trailmix_snacks,BERRY BEST PROTEIN MIX,$7.28 ,$0.46 ,2/1/26,Winco_MoVal
2301.jpg,trailmix_snacks,MT HOOD MIX,$4.08 ,$0.26 ,2/1/26,Winco_MoVal
2303.jpg,trailmix_snacks,PB&J PRETZEL NUGGETS,$6.18 ,$0.39 ,2/1/26,Winco_MoVal
2357.jpg,trailmix_snacks,PORK RINDS,$6.98 ,$0.44 ,2/1/26,Winco_MoVal
2391.jpg,trailmix_snacks,WASABI PEAS,$4.18 ,$0.26 ,2/1/26,Winco_MoVal
2395.jpg,trailmix_snacks,ICED ANIMAL COOKIES,$4.78 ,$0.30 ,2/1/26,Winco_MoVal
2432.jpg,trailmix_snacks,PLANTAIN CHIPS,$5.18 ,$0.32 ,2/1/26,Winco_MoVal
2457.jpg,trailmix_snacks,PLANTAIN CHIP SPICY,$5.58 ,$0.35 ,2/1/26,Winco_MoVal
2467.jpg,trailmix_snacks,CHICKPEAS ROASTED SALTED (ANCHOR),$3.68 ,$0.23 ,2/1/26,Winco_MoVal
2591.jpg,trailmix_snacks,EDAMAME ROASTED SALTED,$3.98 ,$0.25 ,2/1/26,Winco_MoVal
2594.jpg,trailmix_snacks,SWEET & SALTY MIX,$3.98 ,$0.25 ,2/1/26,Winco_MoVal
5401.jpg,trailmix_snacks,PEANUT PALOOZA,$4.28 ,$0.27 ,2/1/26,Winco_MoVal
5402.jpg,trailmix_snacks,ANTIOXIDANT TRAIL MIX,$5.28 ,$0.33 ,2/1/26,Winco_MoVal
5641.jpg,trailmix_snacks,VALEN YOGURT HEART PRETZEL,$4.48 ,$0.28 ,2/1/26,Winco_MoVal
5730.jpg,trailmix_snacks,VEGGIE CHIP MIX (SUNRISE),$11.18 ,$0.70 ,2/1/26,Winco_MoVal
5751.jpg,trailmix_snacks,STRAWBERRY YOGURT ALMOND,$5.48 ,$0.34 ,2/1/26,Winco_MoVal